1001
2	20	32	38	55	
8	40	46	81	86	
5	16	37	41	79	
19	33	68	74	89	
1	16	71	72	78	
50	63	69	76	83	
23	38	64	67	71	
34	36	38	73	89	
21	34	36	55	67	
44	50	52	87	90	
5	7	12	41	45	
31	32	45	61	67	
17	21	33	55	59	
21	39	41	76	89	
33	40	42	47	68	
39	57	71	73	88	
12	13	55	58	75	
32	42	79	80	84	
18	36	37	77	86	
25	48	63	72	90	
1	45	46	67	83	
7	35	63	68	90	
4	32	44	82	86	
3	4	26	51	61	
19	23	30	32	77	
5	8	23	53	58	
33	36	48	83	84	
2	13	18	59	78	
40	54	71	77	89	
8	19	29	43	83	
13	36	57	60	84	
13	20	35	60	66	
41	54	60	65	67	
15	40	50	57	77	
33	46	50	71	75	
27	35	52	67	82	
30	42	58	85	89	
30	31	52	72	87	
24	29	31	41	78	
8	15	17	18	33	
10	20	38	43	59	
14	15	38	75	87	
6	9	21	54	82	
6	8	34	45	74	
6	65	77	88	89	
8	10	52	57	75	
3	9	10	60	82	
26	32	38	56	76	
17	27	29	50	57	
14	20	40	48	66	
10	17	29	52	54	
36	61	80	81	86	
1	2	8	35	64	
4	66	70	83	89	
9	35	37	63	65	
14	30	50	54	55	
16	20	64	69	72	
16	43	48	54	63	
3	13	82	88	89	
21	24	26	53	57	
46	51	54	76	80	
24	37	70	74	88	
7	9	28	44	88	
33	37	78	80	87	
19	24	67	82	89	
7	44	74	78	86	
8	56	76	79	86	
17	24	62	67	77	
19	29	34	57	77	
10	20	33	62	63	
25	34	44	58	86	
16	31	38	48	67	
2	11	22	39	53	
11	23	31	38	85	
40	56	66	71	89	
11	45	64	68	84	
24	28	39	61	77	
6	36	57	73	75	
13	16	45	49	60	
29	33	45	82	83	
12	14	23	86	87	
2	38	56	68	81	
29	40	64	73	80	
2	3	13	34	81	
11	22	36	59	72	
12	29	35	49	82	
29	33	44	64	86	
19	24	25	44	66	
3	31	40	42	48	
16	24	68	72	90	
12	19	42	54	82	
12	35	56	77	79	
1	12	48	71	88	
1	5	44	78	81	
17	26	36	74	80	
13	18	22	72	88	
4	67	73	75	84	
6	13	39	41	52	
7	34	72	76	78	
14	61	68	80	81	
41	43	50	69	84	
35	41	46	61	63	
20	39	40	47	73	
1	8	11	29	59	
68	80	83	87	88	
15	19	40	45	73	
36	41	44	60	79	
38	46	49	51	60	
34	42	52	57	68	
5	7	26	81	86	
3	24	26	33	59	
4	12	49	67	75	
19	20	40	61	76	
6	7	16	44	82	
43	45	53	60	74	
25	58	70	76	82	
4	26	42	66	84	
21	26	36	45	75	
6	8	25	50	77	
16	33	66	70	90	
32	35	60	65	77	
18	30	49	51	58	
15	46	59	81	90	
42	66	81	83	88	
2	13	19	40	62	
5	29	61	66	73	
12	60	71	81	88	
5	21	34	36	38	
1	19	37	65	80	
12	28	39	74	80	
5	61	65	77	90	
24	26	69	80	86	
24	33	45	67	89	
9	31	32	66	87	
38	40	68	85	90	
42	48	59	68	86	
47	56	57	84	87	
15	43	52	66	77	
21	48	50	51	61	
16	42	68	71	88	
36	39	65	71	74	
1	62	63	83	89	
22	26	32	36	80	
17	27	41	44	80	
4	9	10	11	13	
12	18	41	55	88	
28	30	45	48	53	
30	31	54	65	85	
7	16	23	28	66	
15	27	35	52	69	
33	39	44	47	74	
8	37	71	77	79	
27	30	48	60	79	
7	26	36	51	68	
2	33	42	76	77	
8	16	39	47	59	
12	24	38	57	60	
16	25	47	56	63	
23	31	48	65	86	
9	21	35	59	72	
21	25	62	69	77	
3	14	25	66	85	
6	44	62	64	82	
28	45	67	73	84	
10	20	55	65	69	
4	9	16	29	37	
15	36	40	46	58	
18	38	43	74	78	
9	20	42	59	90	
47	51	52	56	84	
1	39	56	64	85	
10	16	40	71	78	
29	39	51	65	81	
37	61	71	76	90	
2	37	74	84	89	
6	25	26	62	77	
13	17	33	37	38	
9	13	53	59	82	
28	41	44	52	59	
14	40	53	82	88	
24	27	50	53	82	
32	36	53	69	73	
7	29	31	55	82	
17	66	77	85	88	
18	31	75	80	84	
2	4	18	46	49	
16	39	55	56	61	
6	12	49	58	59	
4	5	22	73	81	
15	24	50	69	89	
41	42	71	76	87	
42	69	75	81	89	
8	10	35	46	68	
24	54	65	73	84	
40	47	75	79	88	
15	22	54	85	87	
6	22	30	54	81	
7	19	20	51	66	
11	15	26	50	59	
5	17	20	71	73	
31	37	54	72	81	
35	54	60	79	86	
5	42	45	46	61	
40	49	68	69	86	
3	17	38	62	67	
8	18	32	50	75	
21	70	75	84	88	
28	32	44	46	90	
4	15	18	19	78	
3	7	13	15	45	
6	24	43	47	85	
13	59	62	73	84	
16	25	39	45	85	
12	36	41	44	47	
27	37	55	66	67	
10	16	32	71	83	
11	49	54	66	67	
16	32	38	47	86	
6	23	28	79	86	
3	5	36	57	82	
7	22	40	47	65	
2	21	24	38	87	
36	38	41	46	57	
2	3	62	71	84	
4	24	64	72	75	
31	40	59	82	87	
21	65	68	77	78	
15	30	31	35	69	
20	49	56	62	83	
15	16	48	49	56	
2	12	47	68	70	
30	32	54	57	66	
8	10	35	46	53	
2	17	29	61	67	
16	33	39	51	72	
15	43	68	70	86	
19	20	30	56	82	
1	4	19	80	82	
1	27	35	44	74	
1	20	39	44	57	
6	7	28	33	61	
19	38	55	69	84	
7	17	24	41	65	
6	50	57	63	77	
7	13	51	73	88	
4	13	14	73	86	
44	67	74	83	88	
12	37	44	57	58	
56	59	71	83	86	
8	17	51	63	68	
51	62	69	75	89	
8	22	47	49	78	
12	25	49	66	75	
32	48	49	52	73	
2	3	23	76	84	
2	4	31	50	87	
33	43	55	67	83	
10	15	16	41	88	
19	52	58	65	83	
1	18	45	56	73	
11	24	45	47	51	
19	21	27	53	74	
14	61	65	73	84	
28	43	54	60	79	
24	30	40	47	78	
8	43	52	69	72	
14	45	63	67	73	
26	28	31	44	50	
20	23	37	82	83	
3	17	22	81	89	
21	45	58	60	75	
35	40	46	65	81	
47	54	68	81	88	
30	34	45	46	73	
6	14	42	73	86	
43	52	57	72	84	
2	48	66	84	89	
12	14	38	41	84	
3	13	22	47	50	
1	8	13	45	54	
8	32	39	55	74	
8	48	61	81	85	
18	19	34	73	88	
6	15	51	64	87	
14	50	52	53	83	
1	17	46	64	66	
9	36	38	55	69	
1	13	46	57	68	
4	15	28	45	84	
8	12	18	62	83	
13	65	68	76	86	
12	21	26	48	56	
69	80	83	86	87	
23	28	45	62	65	
4	21	64	78	80	
4	32	43	56	62	
2	3	10	27	89	
20	38	57	73	79	
7	10	14	48	56	
21	31	35	39	79	
19	22	27	60	84	
9	15	18	34	51	
51	72	73	80	87	
35	47	48	75	87	
8	20	24	36	76	
13	16	37	54	63	
11	30	71	72	76	
10	37	39	47	52	
3	36	44	52	88	
16	44	46	73	79	
1	6	10	16	51	
16	65	75	85	90	
11	35	60	64	68	
18	19	55	62	85	
22	52	62	80	90	
24	38	47	67	70	
14	27	41	54	71	
22	34	44	49	62	
16	51	73	79	80	
5	22	61	67	83	
21	35	38	56	57	
6	9	39	47	64	
5	20	25	51	75	
58	62	79	81	85	
13	36	39	42	51	
65	72	77	78	79	
7	11	20	38	61	
49	50	56	82	83	
23	62	65	66	88	
53	56	58	63	87	
5	15	30	45	85	
10	12	48	67	77	
19	34	37	41	81	
61	72	73	85	89	
25	47	54	70	77	
18	31	65	69	81	
12	34	47	71	80	
17	43	47	69	84	
25	33	41	58	68	
33	44	58	64	71	
26	43	48	58	90	
4	24	32	65	70	
4	42	50	52	61	
18	46	61	84	89	
4	34	37	48	55	
7	10	15	54	70	
28	39	62	79	84	
17	21	49	70	74	
4	29	43	50	70	
6	22	34	44	57	
2	28	76	81	89	
35	39	58	71	88	
10	14	18	34	52	
43	54	60	73	76	
12	13	16	68	73	
12	15	64	69	80	
12	15	47	75	87	
6	15	34	55	79	
3	21	38	68	89	
21	26	57	59	62	
40	43	53	57	74	
1	17	21	40	69	
6	9	16	23	66	
15	19	60	63	66	
36	41	63	67	68	
2	17	42	71	89	
22	23	50	86	90	
30	41	53	56	77	
10	14	19	57	61	
5	15	55	64	80	
6	17	50	70	86	
16	27	32	53	85	
4	33	41	44	76	
12	23	37	62	90	
7	18	41	70	78	
13	30	38	81	90	
7	15	16	22	29	
1	16	28	72	82	
21	48	50	67	73	
8	13	41	47	56	
19	22	49	60	74	
23	26	55	73	82	
1	11	23	46	85	
2	21	53	55	86	
16	28	31	60	67	
6	9	38	50	69	
22	34	45	59	90	
2	25	44	47	90	
13	35	63	74	82	
8	9	15	45	67	
40	45	66	74	87	
41	47	53	64	65	
12	26	31	61	64	
7	27	37	53	61	
3	19	27	34	70	
65	66	69	75	77	
4	17	52	55	74	
10	30	44	59	70	
29	31	32	56	86	
5	14	20	40	60	
6	37	62	72	82	
41	48	53	66	79	
1	12	36	56	89	
12	26	36	48	49	
18	22	37	40	71	
8	44	55	57	81	
10	11	54	55	75	
4	48	53	70	73	
2	23	32	37	46	
9	13	45	49	59	
19	31	48	55	68	
19	30	41	54	85	
29	43	46	51	72	
17	37	50	59	67	
22	29	30	72	74	
16	21	26	39	68	
1	43	63	65	67	
2	7	50	67	84	
15	39	60	64	88	
3	17	79	86	87	
36	45	55	63	76	
5	19	44	79	86	
19	30	40	75	86	
7	29	31	65	69	
40	41	62	72	75	
5	14	24	63	76	
17	24	25	38	50	
43	52	53	60	70	
7	9	60	62	77	
5	17	21	43	51	
23	36	40	80	87	
2	14	26	32	83	
28	37	59	70	74	
12	26	37	66	73	
42	46	67	74	86	
1	23	55	88	89	
26	41	70	78	87	
2	8	58	64	84	
40	51	65	75	90	
15	25	28	33	68	
36	54	63	72	77	
13	28	50	52	68	
7	30	31	67	86	
17	21	36	72	83	
12	29	45	59	75	
24	30	31	47	53	
27	43	47	57	58	
6	21	48	53	77	
5	13	28	45	65	
22	29	31	54	86	
13	43	45	48	59	
3	14	56	83	85	
7	14	22	41	48	
19	37	44	57	83	
5	7	27	36	64	
15	31	44	53	64	
20	22	30	47	57	
3	18	23	40	55	
22	50	57	85	86	
5	6	31	43	57	
5	28	41	57	70	
37	47	60	67	85	
7	30	38	54	88	
20	30	47	63	79	
16	20	33	37	46	
6	39	54	63	80	
4	6	38	43	57	
20	25	34	84	89	
44	59	69	79	88	
6	20	27	40	77	
24	33	44	46	53	
19	22	42	71	83	
7	53	55	62	69	
1	38	42	60	67	
37	57	69	71	81	
30	34	69	78	81	
1	2	13	47	55	
19	33	50	62	72	
9	16	54	56	58	
4	47	49	77	86	
34	50	52	53	78	
2	42	43	57	62	
11	39	81	86	88	
20	66	72	77	90	
27	30	45	53	70	
4	12	31	59	78	
29	42	55	63	69	
7	8	26	61	69	
21	22	27	38	70	
25	51	65	67	85	
7	31	82	83	85	
3	6	11	52	67	
16	18	24	31	34	
16	17	44	45	55	
29	38	46	59	72	
2	16	33	63	78	
24	45	70	84	90	
3	26	28	35	63	
9	15	26	35	60	
19	26	67	78	81	
6	14	41	76	82	
6	22	26	29	30	
28	50	53	54	76	
12	18	25	39	40	
28	67	68	69	70	
4	5	39	47	71	
40	44	60	61	79	
5	8	12	60	62	
2	5	21	46	63	
1	37	43	56	80	
20	31	34	55	58	
2	29	39	41	50	
15	43	59	63	64	
1	2	3	70	73	
13	43	58	74	76	
15	26	28	56	72	
6	27	40	77	89	
40	46	75	82	90	
6	7	66	67	88	
12	14	23	25	79	
8	12	24	54	59	
36	58	62	68	79	
11	17	26	34	86	
5	21	54	69	88	
6	17	26	59	81	
9	26	49	55	83	
32	63	66	71	87	
2	17	30	45	77	
43	56	79	83	89	
17	42	46	65	88	
6	14	34	54	86	
41	57	73	78	86	
39	53	56	58	82	
21	60	61	65	71	
16	26	52	67	88	
23	32	42	58	60	
29	37	48	54	75	
16	38	43	51	79	
1	15	25	28	76	
6	12	24	26	43	
12	23	27	39	89	
39	49	65	80	88	
9	14	26	57	72	
8	11	32	65	83	
10	39	48	69	90	
22	23	28	31	81	
24	28	41	77	87	
16	69	79	80	83	
45	58	66	67	71	
1	8	18	20	90	
37	40	51	77	84	
18	26	27	44	84	
2	9	36	53	67	
5	17	31	58	81	
24	69	71	83	90	
1	12	26	46	90	
4	17	25	50	51	
3	17	42	50	78	
9	22	58	60	84	
21	57	74	78	90	
1	8	26	33	57	
23	38	58	60	89	
28	63	76	86	87	
7	33	42	60	68	
13	30	32	33	41	
15	24	54	67	73	
22	24	52	66	86	
13	23	70	80	90	
17	42	52	58	87	
41	60	64	75	76	
36	49	51	64	70	
2	7	18	37	60	
21	30	41	56	63	
36	41	63	81	88	
4	29	31	71	85	
16	33	58	76	87	
1	23	39	59	88	
2	30	52	54	64	
34	59	77	82	89	
29	31	32	33	63	
1	20	43	57	81	
13	16	18	31	36	
4	37	40	46	81	
27	38	39	75	76	
7	52	64	87	90	
10	17	45	56	68	
31	48	65	69	78	
11	16	48	62	67	
7	31	32	40	42	
6	37	61	73	79	
1	3	38	60	73	
30	52	75	81	83	
8	38	64	71	89	
25	40	48	50	84	
38	51	53	75	84	
15	24	36	78	86	
45	47	70	83	90	
28	39	44	49	71	
14	36	47	54	90	
25	38	51	65	72	
3	44	59	80	87	
3	13	47	55	88	
16	29	55	56	80	
18	20	25	82	84	
47	69	75	88	89	
1	35	49	65	70	
21	40	60	65	67	
3	10	40	43	85	
1	15	23	34	55	
31	55	72	74	85	
7	29	44	52	75	
20	21	38	40	42	
25	30	34	41	71	
32	34	64	68	75	
14	28	38	61	66	
19	23	40	45	46	
1	4	9	34	68	
6	19	51	57	59	
24	46	67	81	89	
2	14	33	55	59	
45	47	66	72	82	
44	50	54	60	80	
5	7	22	26	74	
11	25	73	76	86	
7	22	35	45	77	
27	64	71	79	81	
19	38	64	76	89	
35	43	44	64	72	
2	6	9	49	79	
6	37	44	60	80	
51	67	80	84	85	
8	10	22	67	69	
5	11	70	82	83	
43	53	58	89	90	
29	32	33	37	77	
31	39	47	75	76	
2	30	37	87	88	
30	46	56	58	85	
11	23	54	72	86	
16	34	47	56	65	
8	24	50	77	78	
14	31	34	71	72	
1	9	10	28	80	
15	17	25	42	51	
7	9	33	69	73	
2	50	52	66	75	
29	30	31	60	76	
8	11	23	65	82	
10	22	30	50	86	
5	31	39	49	68	
25	42	57	68	84	
17	43	55	76	78	
1	23	44	48	69	
25	27	36	68	69	
20	29	35	37	76	
4	49	56	85	87	
8	11	34	52	72	
14	21	36	57	83	
41	44	59	71	80	
23	34	48	73	74	
3	30	34	70	77	
6	8	24	34	54	
9	46	52	70	74	
17	34	35	61	62	
1	31	33	34	48	
8	26	59	74	76	
3	50	60	65	67	
22	31	57	73	84	
6	11	31	41	89	
20	32	36	78	82	
14	41	51	80	83	
16	28	49	58	82	
3	8	30	36	74	
14	16	38	57	86	
19	22	34	70	73	
10	37	75	83	90	
16	49	74	86	87	
14	50	58	72	85	
38	44	55	77	79	
5	17	53	63	78	
4	6	40	56	79	
5	6	31	68	74	
1	47	62	67	87	
1	16	22	55	64	
18	50	60	66	74	
27	48	65	81	82	
7	37	45	72	86	
34	39	57	74	75	
4	22	46	77	79	
2	6	24	30	59	
26	38	44	68	88	
2	4	41	44	67	
5	21	73	74	85	
6	8	17	33	39	
12	15	65	74	82	
26	31	44	45	82	
1	24	36	54	61	
12	17	35	75	79	
16	35	57	60	61	
3	38	42	51	58	
28	46	66	70	75	
8	36	55	78	88	
11	21	38	53	82	
2	6	11	48	71	
7	35	41	52	88	
4	32	38	58	84	
4	7	19	39	41	
21	36	47	60	75	
12	47	67	85	86	
18	35	41	66	81	
8	11	29	35	79	
6	23	39	40	78	
27	36	37	49	84	
31	41	48	64	79	
7	59	63	80	90	
3	22	72	74	79	
1	5	15	78	81	
22	33	54	68	84	
14	28	45	66	76	
25	40	58	60	87	
8	43	45	53	64	
24	41	67	73	74	
32	38	45	76	81	
31	35	45	85	87	
10	35	47	64	70	
12	22	25	57	81	
11	24	32	39	63	
6	27	39	41	52	
37	49	56	74	75	
10	42	50	78	85	
14	18	54	66	87	
4	11	24	29	59	
14	19	41	60	64	
22	27	68	71	72	
20	30	32	53	58	
7	9	30	72	85	
7	47	51	56	85	
22	40	59	67	89	
3	5	12	26	60	
6	10	18	34	63	
8	37	53	57	76	
32	33	58	73	85	
2	5	31	40	70	
21	23	45	46	51	
17	40	80	82	83	
4	23	40	41	45	
32	56	61	69	88	
9	38	45	51	89	
19	37	46	55	78	
6	7	37	49	72	
31	33	48	64	83	
21	25	28	33	89	
20	22	38	83	87	
8	15	29	38	77	
4	34	41	53	67	
12	24	36	56	61	
28	46	49	59	76	
12	21	67	70	90	
3	59	71	80	81	
5	32	39	52	54	
23	43	48	54	87	
12	27	38	75	88	
22	30	41	42	70	
15	16	21	65	77	
4	41	42	67	86	
10	17	80	82	88	
12	31	56	72	90	
15	47	52	53	58	
41	52	56	60	67	
5	29	44	67	70	
20	29	55	76	90	
5	30	34	49	75	
4	59	61	89	90	
4	39	51	52	78	
4	6	80	84	89	
7	29	42	74	83	
11	23	34	82	90	
27	44	66	73	85	
5	18	29	53	78	
19	42	61	78	90	
26	49	71	81	87	
1	27	33	73	83	
18	21	32	65	87	
11	12	47	77	89	
48	72	82	85	88	
32	35	42	67	84	
28	39	45	65	83	
3	37	58	83	90	
28	34	41	58	81	
